update,lr
1,6.680026720106881e-07
2,1.3360053440213763e-06
3,2.004008016032064e-06
4,2.6720106880427525e-06
5,3.3400133600534405e-06
6,4.008016032064128e-06
7,4.676018704074817e-06
8,5.344021376085505e-06
9,6.012024048096193e-06
10,6.680026720106881e-06
11,7.348029392117569e-06
12,8.016032064128256e-06
13,8.684034736138945e-06
14,9.352037408149633e-06
15,1.002004008016032e-05
16,1.068804275217101e-05
17,1.1356045424181697e-05
18,1.2024048096192385e-05
19,1.2692050768203072e-05
20,1.3360053440213762e-05
21,1.4028056112224449e-05
22,1.4696058784235137e-05
23,1.5364061456245824e-05
24,1.6032064128256513e-05
25,1.6700066800267204e-05
26,1.736806947227789e-05
27,1.8036072144288578e-05
28,1.8704074816299266e-05
29,1.9372077488309955e-05
30,2.004008016032064e-05
31,2.070808283233133e-05
32,2.137608550434202e-05
33,2.204408817635271e-05
34,2.2712090848363394e-05
35,2.3380093520374082e-05
36,2.404809619238477e-05
37,2.471609886439546e-05
38,2.5384101536406144e-05
39,2.6052104208416833e-05
40,2.6720106880427524e-05
41,2.738810955243821e-05
42,2.8056112224448898e-05
43,2.8724114896459586e-05
44,2.9392117568470275e-05
45,3.006012024048096e-05
46,3.072812291249165e-05
47,3.139612558450234e-05
48,3.2064128256513025e-05
49,3.273213092852372e-05
50,3.340013360053441e-05
51,3.406813627254509e-05
52,3.473613894455578e-05
53,3.5404141616566464e-05
54,3.6072144288577156e-05
55,3.674014696058784e-05
56,3.740814963259853e-05
57,3.8076152304609225e-05
58,3.874415497661991e-05
59,3.9412157648630595e-05
60,4.008016032064128e-05
61,4.074816299265197e-05
62,4.141616566466266e-05
63,4.208416833667335e-05
64,4.275217100868404e-05
65,4.3420173680694725e-05
66,4.408817635270542e-05
67,4.4756179024716096e-05
68,4.542418169672679e-05
69,4.609218436873747e-05
70,4.6760187040748164e-05
71,4.7428189712758856e-05
72,4.809619238476954e-05
73,4.876419505678023e-05
74,4.943219772879092e-05
75,5.01002004008016e-05
76,5.076820307281229e-05
77,5.143620574482298e-05
78,5.2104208416833665e-05
79,5.277221108884436e-05
80,5.344021376085505e-05
81,5.4108216432865734e-05
82,5.477621910487642e-05
83,5.5444221776887104e-05
84,5.6112224448897796e-05
85,5.678022712090848e-05
86,5.744822979291917e-05
87,5.8116232464929865e-05
88,5.878423513694055e-05
89,5.945223780895124e-05
90,6.012024048096192e-05
91,6.078824315297261e-05
92,6.14562458249833e-05
93,6.2124248496994e-05
94,6.279225116900468e-05
95,6.346025384101537e-05
96,6.412825651302605e-05
97,6.479625918503675e-05
98,6.546426185704743e-05
99,6.613226452905812e-05
100,6.680026720106882e-05
101,6.74682698730795e-05
102,6.813627254509017e-05
103,6.880427521710086e-05
104,6.947227788911156e-05
105,7.014028056112224e-05
106,7.080828323313293e-05
107,7.147628590514363e-05
108,7.214428857715431e-05
109,7.2812291249165e-05
110,7.348029392117568e-05
111,7.414829659318638e-05
112,7.481629926519707e-05
113,7.548430193720775e-05
114,7.615230460921845e-05
115,7.682030728122913e-05
116,7.748830995323982e-05
117,7.815631262525049e-05
118,7.882431529726119e-05
119,7.949231796927187e-05
120,8.016032064128256e-05
121,8.082832331329326e-05
122,8.149632598530394e-05
123,8.216432865731463e-05
124,8.283233132932531e-05
125,8.350033400133601e-05
126,8.41683366733467e-05
127,8.483633934535738e-05
128,8.550434201736808e-05
129,8.617234468937877e-05
130,8.684034736138945e-05
131,8.750835003340014e-05
132,8.817635270541083e-05
133,8.88443553774215e-05
134,8.951235804943219e-05
135,9.018036072144289e-05
136,9.084836339345357e-05
137,9.151636606546426e-05
138,9.218436873747494e-05
139,9.285237140948564e-05
140,9.352037408149633e-05
141,9.418837675350701e-05
142,9.485637942551771e-05
143,9.55243820975284e-05
144,9.619238476953908e-05
145,9.686038744154977e-05
146,9.752839011356047e-05
147,9.819639278557115e-05
148,9.886439545758184e-05
149,9.953239812959252e-05
150,0.0001002004008016032
151,0.00010086840347361389
152,0.00010153640614562458
153,0.00010220440881763527
154,0.00010287241148964596
155,0.00010354041416165665
156,0.00010420841683366733
157,0.00010487641950567803
158,0.00010554442217768871
159,0.0001062124248496994
160,0.0001068804275217101
161,0.00010754843019372078
162,0.00010821643286573147
163,0.00010888443553774215
164,0.00010955243820975284
165,0.00011022044088176352
166,0.00011088844355377421
167,0.0001115564462257849
168,0.00011222444889779559
169,0.00011289245156980628
170,0.00011356045424181696
171,0.00011422845691382766
172,0.00011489645958583835
173,0.00011556446225784903
174,0.00011623246492985973
175,0.00011690046760187041
176,0.0001175684702738811
177,0.00011823647294589178
178,0.00011890447561790248
179,0.00011957247828991317
180,0.00012024048096192384
181,0.00012090848363393454
182,0.00012157648630594522
183,0.00012224448897795592
184,0.0001229124916499666
185,0.0001235804943219773
186,0.000124248496993988
187,0.00012491649966599866
188,0.00012558450233800936
189,0.00012625250501002003
190,0.00012692050768203073
191,0.00012758851035404143
192,0.0001282565130260521
193,0.0001289245156980628
194,0.0001295925183700735
195,0.00013026052104208417
196,0.00013092852371409487
197,0.00013159652638610557
198,0.00013226452905811624
199,0.00013293253173012694
200,0.00013360053440213764
201,0.0001342685370741483
202,0.000134936539746159
203,0.00013560454241816965
204,0.00013627254509018035
205,0.00013694054776219105
206,0.00013760855043420172
